sample_id,sample_type,date_collected,cov_detected,genus,clade,accession_number,strain,sample_d,recapture_bats_infection_status,gender,age,fa_mm,mass_g,fmi_kg_m2,reproductive_status,reproductive_condition,teat_assessment,comments_ra_rousettus_aegyptiacus,decisions_based_on_data_sheets,x21,x22
NA,Rectal swab,2018-05-08T00:00:00Z,0,NA,NA,NA,NA,UP 8962,NA,F,A,93.5,120,13.726443421316022,Active,Not pregnant,Sclerotized teats,"Voucher, sclerotized teats.",NA,NA,NA
NA,Rectal swab,2018-05-08T00:00:00Z,0,NA,NA,NA,NA,UP 8963,NA,F,SA,86.1,88,11.870701086304045,Not-active,Not pregnant,Non-sclerotized teats,"Voucher, juvenile.",NA,NA,NA
NA,Rectal swab,2018-05-08T00:00:00Z,0,NA,NA,NA,NA,UP 8967,NA,F,SA,82.4,86,12.666132528984821,Not-active,Not pregnant,Non-sclerotized teats,Juvenile.,NA,NA,NA
NA,Rectal swab,2018-05-08T00:00:00Z,0,NA,NA,NA,NA,UP 8969,NA,F,SA,88.2,87,11.183611766702144,Not-active,Not pregnant,Non-sclerotized teats,Juvenile.,NA,NA,NA
NA,Rectal swab,2018-05-08T00:00:00Z,0,NA,NA,NA,NA,UP 8972,NA,F,SA,87.9,94,12.166064187636946,Not-active,Not pregnant,Non-sclerotized teats,Juvenile.,NA,NA,NA
NA,Rectal swab,2018-05-08T00:00:00Z,0,NA,NA,NA,NA,UP 8973,NA,F,A,93.3,113,12.981209412180974,Active,Not pregnant,Sclerotized teats,"Adult, sclerotized.",NA,NA,NA
NA,Rectal swab,2018-05-08T00:00:00Z,0,NA,NA,NA,NA,UP 8974,NA,F,SA,85.1,80,11.046656936403016,Not-active,Not pregnant,Non-sclerotized teats,Juvenile.,NA,NA,NA
NA,Rectal swab,2018-05-08T00:00:00Z,0,NA,NA,NA,NA,UP 8975,NA,F,SA,84.1,78,11.02814864247732,Not-active,Not pregnant,Non-sclerotized teats,Juvenile.,NA,NA,NA
NA,Rectal swab,2018-05-08T00:00:00Z,0,NA,NA,NA,NA,UP 8976,NA,M,A,96.2,148,15.992323684631375,Active,Scrotal,Not applicable,Scrotal.,NA,NA,NA
NA,Rectal swab,2018-05-08T00:00:00Z,0,NA,NA,NA,NA,UP 8978,NA,F,A,90.2,114,14.011730522465474,Active,Not pregnant,Sclerotized teats,Sclerotized teats.,NA,NA,NA
NA,Rectal swab,2018-05-08T00:00:00Z,1,alpha,1,MZ547462,BtCoV/Rousettus/LP/RSA/UP8981/2018,UP 8981,NA,M,SA,86.7,90,11.973036721303624,Not-active,Not scrotal,Not applicable,"Male, juvenile, voucher.",NA,NA,NA
NA,Rectal swab,2018-05-08T00:00:00Z,0,NA,NA,NA,NA,UP 8989,NA,M,SA,88,97,12.525826446280993,Not-active,Not scrotal,Not applicable,Juvenile.,NA,NA,NA
NA,Rectal swab,2018-05-08T00:00:00Z,0,NA,NA,NA,NA,UP 8991,NA,M,SA,87.4,86,11.258371777618354,Not-active,Not scrotal,Not applicable,Juvenile.,NA,NA,NA
NA,Rectal swab,2018-05-08T00:00:00Z,0,NA,NA,NA,NA,UP 8992,NA,M,SA,84.8,92,12.793698825204698,Not-active,Not scrotal,Not applicable,Juvenile.,NA,NA,NA
NA,Rectal swab,2018-05-08T00:00:00Z,0,NA,NA,NA,NA,UP 8993,NA,M,SA,82,76,11.302795954788815,Not-active,Not scrotal,Not applicable,Juvenile.,NA,NA,NA
NA,Rectal swab,2018-05-08T00:00:00Z,0,NA,NA,NA,NA,UP 8994,NA,M,SA,88.6,87,11.082859020937686,Not-active,Not scrotal,Not applicable,Juvenile.,NA,NA,NA
NA,Rectal swab,2018-05-08T00:00:00Z,0,NA,NA,NA,NA,UP 8998,NA,M,A,96.1,160,17.32499856527356,Active,Scrotal,Not applicable,Scrotal.,NA,NA,NA
NA,Rectal swab,2018-05-08T00:00:00Z,0,NA,NA,NA,NA,UP 9000,NA,M,A,92,148,17.485822306238187,Active,Scrotal,Not applicable,Scrotal.,NA,NA,NA
NA,Rectal swab,2018-05-08T00:00:00Z,1,beta,2,MZ547605,BtCoV/Rousettus/LP/RSA/UP9003/2018,UP 9003,NA,M,SA,81,70,10.669105319311083,Not-active,Not scrotal,Not applicable,Juvenile.,NA,NA,NA
NA,Rectal swab,2018-05-08T00:00:00Z,0,NA,NA,NA,NA,UP 9004,NA,F,A,90,85,10.49382716049383,Active,Not pregnant,Non-sclerotized teats,NA,NA,NA,NA
NA,Rectal swab,2018-05-08T00:00:00Z,0,NA,NA,NA,NA,UP 9005,NA,F,A,90.1,81,9.977814760021237,Active,Not pregnant,Non-sclerotized teats,Juvenile.,NA,NA,NA
NA,Rectal swab,2018-05-08T00:00:00Z,0,NA,NA,NA,NA,UP 9007,NA,F,SA,86.6,81,10.800633637173382,Not-active,Not pregnant,Non-sclerotized teats,Juvenile.,NA,NA,NA
NA,Rectal swab,2018-05-08T00:00:00Z,0,NA,NA,NA,NA,UP 9008,NA,F,SA,83,85,12.338510669182755,Not-active,Not pregnant,Non-sclerotized teats,Juvenile.,NA,NA,NA
NA,Rectal swab,2018-05-08T00:00:00Z,0,NA,NA,NA,NA,UP 9009,NA,F,SA,81.4,80,12.073722147432221,Not-active,Not pregnant,Non-sclerotized teats,Juvenile.,NA,NA,NA
NA,Rectal swab,2018-05-08T00:00:00Z,0,NA,NA,NA,NA,UP 9010,NA,M,A,94.5,146,16.34892640183645,Active,Scrotal,Not applicable,Scrotal.,NA,NA,NA
NA,Rectal swab,2018-05-08T00:00:00Z,0,NA,NA,NA,NA,UP 9011,NA,M,A,97.5,138,14.516765285996055,Active,Scrotal,Not applicable,Scrotal.,NA,NA,NA
NA,Rectal swab,2018-05-08T00:00:00Z,0,NA,NA,NA,NA,UP 9012,NA,M,A,90.5,146,17.826073685174446,Active,Scrotal,Not applicable,Scrotal.,NA,NA,NA
NA,Rectal swab,2018-05-08T00:00:00Z,0,NA,NA,NA,NA,UP 9023,NA,M,A,91,110,13.28341987682647,Active,Scrotal,Not applicable,Scrotal.,NA,NA,NA
NA,Rectal swab,2018-05-08T00:00:00Z,0,NA,NA,NA,NA,UP 9024,NA,M,A,96.5,115,12.349324814088968,Active,Scrotal,Not applicable,Scrotal.,NA,NA,NA
NA,Rectal swab,2018-05-08T00:00:00Z,0,NA,NA,NA,NA,UP 9025,NA,M,A,96.4,139,14.957559270673716,Active,Scrotal,Not applicable,Scrotal.,NA,NA,NA
NA,Rectal swab,2018-06-05T00:00:00Z,0,NA,NA,NA,NA,UP 9653,NA,M,SA,83.9,78,11.080788895344789,Not-active,Not scrotal,Not applicable,Taken as voucher.,NA,NA,NA
NA,Rectal swab,2018-06-05T00:00:00Z,0,NA,NA,NA,NA,UP 9654,NA,M,SA,86,87,11.763115197404003,Not-active,Not scrotal,Not applicable,Taken as voucher.,NA,NA,NA
NA,Rectal swab,2018-06-05T00:00:00Z,0,NA,NA,NA,NA,UP 9655,NA,M,SA,85.6,84,11.463883308585904,Not-active,Not scrotal,Not applicable,Taken as voucher.,NA,NA,NA
NA,Rectal swab,2018-06-05T00:00:00Z,0,NA,NA,NA,NA,UP 9656,NA,M,SA,87,91,12.022724270048885,Not-active,Not scrotal,Not applicable,Taken as voucher.,NA,NA,NA
NA,Rectal swab,2018-06-05T00:00:00Z,0,NA,NA,NA,NA,UP 9657,NA,M,SA,83.3,72,10.376299379295535,Not-active,Not scrotal,Not applicable,Taken as voucher.,NA,NA,NA
NA,Rectal swab,2018-06-05T00:00:00Z,0,NA,NA,NA,NA,UP 9658,NA,M,SA,83,76,11.032080127739873,Not-active,Not scrotal,Not applicable,NA,NA,NA,NA
NA,Rectal swab,2018-06-05T00:00:00Z,0,NA,NA,NA,NA,UP 9659,NA,M,SA,85.9,85,11.519472652094308,Not-active,Not scrotal,Not applicable,NA,NA,NA,NA
NA,Rectal swab,2018-06-05T00:00:00Z,0,NA,NA,NA,NA,UP 9660,NA,M,A,94.8,150,16.690701276504832,Active,Scrotal,Not applicable,NA,NA,NA,NA
NA,Rectal swab,2018-06-05T00:00:00Z,0,NA,NA,NA,NA,UP 9661,NA,M,SA,87.7,92,11.961582517367047,Not-active,Not scrotal,Not applicable,NA,NA,NA,NA
NA,Rectal swab,2018-06-05T00:00:00Z,0,NA,NA,NA,NA,UP 9662,NA,M,A,89.1,86,10.832857821260365,Active,Not scrotal,Not applicable,NA,NA,NA,NA
NA,Rectal swab,2018-06-05T00:00:00Z,0,NA,NA,NA,NA,UP 9663,NA,M,SA,86.9,91,12.050410442276545,Not-active,Not scrotal,Not applicable,NA,NA,NA,NA
NA,Rectal swab,2018-06-05T00:00:00Z,0,NA,NA,NA,NA,UP 9664,NA,M,SA,86.4,91,12.19028635116598,Not-active,Not scrotal,Not applicable,NA,NA,NA,NA
NA,Rectal swab,2018-06-05T00:00:00Z,0,NA,NA,NA,NA,UP 9665,NA,M,SA,84.9,87,12.069905563394055,Not-active,Not scrotal,Not applicable,NA,NA,NA,NA
NA,Rectal swab,2018-06-05T00:00:00Z,0,NA,NA,NA,NA,UP 9666,NA,M,SA,85.5,89,12.174686228241166,Not-active,Not scrotal,Not applicable,NA,NA,NA,NA
NA,Rectal swab,2018-06-05T00:00:00Z,0,NA,NA,NA,NA,UP 9667,NA,M,SA,85.3,80,10.994916225610185,Not-active,Not scrotal,Not applicable,NA,NA,NA,NA
NA,Rectal swab,2018-06-05T00:00:00Z,0,NA,NA,NA,NA,UP 9668,NA,F,SA,83.8,68,9.683244000660741,Not-active,Not pregnant,Non-sclerotized teats,Taken as voucher.,NA,NA,NA
NA,Rectal swab,2018-06-05T00:00:00Z,0,NA,NA,NA,NA,UP 9669,NA,F,SA,81.7,67,10.037618597460032,Not-active,Not pregnant,Non-sclerotized teats,Taken as voucher.,NA,NA,NA
NA,Rectal swab,2018-06-05T00:00:00Z,1,beta,2,MZ547606,BtCoV/Rousettus/LP/RSA/UP9670/2018,UP 9670,NA,F,SA,82.7,81,11.843334615142798,Not-active,Not pregnant,Non-sclerotized teats,Taken as voucher.,NA,NA,NA
NA,Rectal swab,2018-06-05T00:00:00Z,1,beta,2,MZ547607,BtCoV/Rousettus/LP/RSA/UP9671/2018,UP 9671,NA,F,SA,81.9,71,10.584992269973954,Not-active,Not pregnant,Non-sclerotized teats,Taken as voucher.,NA,NA,NA
NA,Rectal swab,2018-06-05T00:00:00Z,0,NA,NA,NA,NA,UP 9672,NA,F,SA,83.9,82,11.649034479721445,Not-active,Not pregnant,Non-sclerotized teats,Taken as voucher.,NA,NA,NA
NA,Rectal swab,2018-06-05T00:00:00Z,0,NA,NA,NA,NA,UP 9673,NA,M,SA,86,88,11.89832341806382,Not-active,Not scrotal,Not applicable,NA,NA,NA,NA
NA,Rectal swab,2018-06-05T00:00:00Z,0,NA,NA,NA,NA,UP 9674,NA,F,SA,87.4,88,11.520194377097852,Not-active,Not pregnant,Non-sclerotized teats,NA,NA,NA,NA
NA,Rectal swab,2018-06-05T00:00:00Z,0,NA,NA,NA,NA,UP 9675,NA,F,A,91.4,95,11.371852390961887,Active,Not pregnant,Non-sclerotized teats,NA,NA,NA,NA
NA,Rectal swab,2018-06-05T00:00:00Z,0,NA,NA,NA,NA,UP 9676,NA,F,SA,85.2,83,11.434018823425689,Not-active,Not pregnant,Non-sclerotized teats,NA,NA,NA,NA
NA,Rectal swab,2018-06-05T00:00:00Z,0,NA,NA,NA,NA,UP 9677,NA,F,SA,87.7,83,10.79142770588549,Not-active,Not pregnant,Non-sclerotized teats,NA,NA,NA,NA
NA,Rectal swab,2018-06-05T00:00:00Z,1,beta,2,MZ547608,BtCoV/Rousettus/LP/RSA/UP9678/2018,UP 9678,NA,F,SA,84.3,78,10.975882608714006,Not-active,Not pregnant,Non-sclerotized teats,NA,NA,NA,NA
NA,Rectal swab,2018-06-05T00:00:00Z,0,NA,NA,NA,NA,UP 9679,NA,F,SA,86.1,76,10.251969119989857,Not-active,Not pregnant,Non-sclerotized teats,NA,NA,NA,NA
NA,Rectal swab,2018-06-05T00:00:00Z,0,NA,NA,NA,NA,UP 9680,NA,F,A,96.2,114,12.318411486810655,Active,Not pregnant,Sclerotized teats,NA,NA,NA,NA
NA,Rectal swab,2018-06-05T00:00:00Z,0,NA,NA,NA,NA,UP 9681,NA,F,SA,83,75,10.886921178690665,Not-active,Not pregnant,Non-sclerotized teats,NA,NA,NA,NA
NA,Rectal swab,2018-06-05T00:00:00Z,0,NA,NA,NA,NA,UP 9682,NA,F,SA,83.3,72,10.376299379295535,Not-active,Not pregnant,Non-sclerotized teats,NA,NA,NA,NA
NA,Rectal swab,2018-06-05T00:00:00Z,0,NA,NA,NA,NA,UP 9683,NA,F,SA,83.5,78,11.187206425472407,Not-active,Not pregnant,Non-sclerotized teats,NA,NA,NA,NA
NA,Rectal swab,2018-06-05T00:00:00Z,0,NA,NA,NA,NA,UP 9684,NA,F,SA,81.6,75,11.263696655132645,Not-active,Not pregnant,Non-sclerotized teats,NA,NA,NA,NA
NA,Rectal swab,2018-06-05T00:00:00Z,1,beta,2,MZ547609,BtCoV/Rousettus/LP/RSA/UP9685/2018,UP 9685,NA,F,SA,85.3,74,10.17029750868942,Not-active,Not pregnant,Non-sclerotized teats,NA,NA,NA,NA
NA,Rectal swab,2018-06-05T00:00:00Z,0,NA,NA,NA,NA,UP 9686,NA,M,A,99.5,105,10.605792783010529,Active,Scrotal,Not applicable,Scrotal.,NA,NA,NA
NA,Rectal swab,2018-06-05T00:00:00Z,0,NA,NA,NA,NA,UP 9687,NA,M,A,97.4,164,17.287250863308444,Active,Scrotal,Not applicable,Scrotal.,NA,NA,NA
NA,Rectal swab,2018-06-05T00:00:00Z,0,NA,NA,NA,NA,UP 9688,NA,M,A,92,144,17.013232514177695,Active,Scrotal,Not applicable,Scrotal.,NA,NA,NA
NA,Rectal swab,2018-06-05T00:00:00Z,0,NA,NA,NA,NA,UP 9692,NA,M,A,91.7,149,17.71934226752877,Active,Scrotal,Not applicable,Scrotal.,NA,NA,NA
NA,Rectal swab,2018-06-05T00:00:00Z,0,NA,NA,NA,NA,UP 9693,NA,M,A,94.9,149,16.54450750110204,Active,Scrotal,Not applicable,Scrotal.,NA,NA,NA
NA,Rectal swab,2018-06-05T00:00:00Z,0,NA,NA,NA,NA,UP 9694,NA,M,A,94,153,17.31552738795835,Active,Scrotal,Not applicable,Scrotal.,NA,NA,NA
NA,Rectal swab,2018-06-05T00:00:00Z,0,NA,NA,NA,NA,UP 9695,NA,M,A,93,141,16.302462712452304,Active,Scrotal,Not applicable,Scrotal.,NA,NA,NA
NA,Rectal swab,2018-06-05T00:00:00Z,0,NA,NA,NA,NA,UP 9696,NA,M,A,95.9,158,17.17986997665495,Active,Scrotal,Not applicable,Scrotal.,NA,NA,NA
NA,Rectal swab,2018-06-05T00:00:00Z,0,NA,NA,NA,NA,UP 9697,NA,F,A,95.8,115,12.53045445234287,Active,Not pregnant,Sclerotized teats,Adult female.,NA,NA,NA
NA,Rectal swab,2018-07-03T00:00:00Z,0,NA,NA,NA,NA,UP 9700,NA,M,A,95.5,124,13.596118527452647,Active,Scrotal,Not applicable,NA,NA,NA,NA
NA,Rectal swab,2018-07-03T00:00:00Z,0,NA,NA,NA,NA,UP 9701,NA,M,SA,86.4,75,10.046939300411522,Not-active,Not scrotal,Not applicable,NA,NA,NA,NA
NA,Rectal swab,2018-07-03T00:00:00Z,0,NA,NA,NA,NA,UP 9704,NA,M,SA,86.9,91,12.050410442276545,Not-active,Not scrotal,Not applicable,NA,NA,NA,NA
NA,Rectal swab,2018-07-03T00:00:00Z,0,NA,NA,NA,NA,UP 9705,NA,M,SA,84.5,84,11.764293967298062,Not-active,Not scrotal,Not applicable,NA,NA,NA,NA
NA,Rectal swab,2018-07-03T00:00:00Z,0,NA,NA,NA,NA,UP 9706,NA,F,SA,74.2,69,12.532602930812768,Not-active,Not pregnant,Non-sclerotized teats,NA,"Female SA, not pregant,  teat assessment  not recorded, will assume non-sclerotised due to SA",NA,NA
NA,Rectal swab,2018-07-03T00:00:00Z,0,NA,NA,NA,NA,UP 9707,NA,M,SA,85.6,85,11.600358109878595,Not-active,Not scrotal,Not applicable,NA,NA,NA,NA
NA,Rectal swab,2018-07-03T00:00:00Z,0,NA,NA,NA,NA,UP 9708,NA,M,A,91.3,90,10.796946623494877,Active,Not scrotal,Not applicable,NA,NA,NA,NA
NA,Rectal swab,2018-07-03T00:00:00Z,0,NA,NA,NA,NA,UP 9709,NA,M,A,92.4,109,12.76681471486666,Active,Not scrotal,Not applicable,Non-scrotal.,NA,NA,NA
NA,Rectal swab,2018-07-03T00:00:00Z,0,NA,NA,NA,NA,UP 9712,NA,F,SA,85.2,79,10.882981771694329,Not-active,Not pregnant,Non-sclerotized teats,NA,"Female SA, not pregant,  teat assessment  not recorded, will assume non-sclerotised due to SA",NA,NA
NA,Rectal swab,2018-07-03T00:00:00Z,0,NA,NA,NA,NA,UP 9713,NA,F,SA,78.6,66,10.683138123263994,Not-active,Not pregnant,Non-sclerotized teats,NA,"Female SA, not pregant,  teat assessment  not recorded, will assume non-sclerotised due to SA",NA,NA
NA,Rectal swab,2018-07-03T00:00:00Z,0,NA,NA,NA,NA,UP 9714,NA,F,SA,84.6,79,11.037897713618252,Not-active,Not pregnant,Non-sclerotized teats,NA,"Female SA, not pregant,  teat assessment  not recorded, will assume non-sclerotised due to SA",NA,NA
NA,Rectal swab,2018-07-03T00:00:00Z,0,NA,NA,NA,NA,UP 9715,NA,F,SA,83.6,77,11.01737597582473,Not-active,Not pregnant,Non-sclerotized teats,NA,"Female SA, not pregant,  teat assessment  not recorded, will assume non-sclerotised due to SA",NA,NA
NA,Rectal swab,2018-07-03T00:00:00Z,0,NA,NA,NA,NA,UP 9716,NA,F,SA,85.6,80,10.917984103415147,Not-active,Not pregnant,Non-sclerotized teats,NA,"Female SA, not pregant,  teat assessment  not recorded, will assume non-sclerotised due to SA",NA,NA
NA,Rectal swab,2018-07-03T00:00:00Z,1,alpha,1,MZ547452,BtCoV/Rousettus/LP/RSA/UP9717/2018,UP 9717,NA,F,SA,83.6,78,11.160458780705572,Not-active,Not pregnant,Non-sclerotized teats,NA,"Female SA, not pregant,  teat assessment  not recorded, will assume non-sclerotised due to SA",NA,NA
NA,Rectal swab,2018-07-03T00:00:00Z,0,NA,NA,NA,NA,UP 9718,NA,M,SA,83.8,69,9.82564464772928,Not-active,Not scrotal,Not applicable,NA,NA,NA,NA
NA,Rectal swab,2018-07-03T00:00:00Z,0,NA,NA,NA,NA,UP 9719,NA,M,A,94.3,124,13.944350794884222,Active,Not scrotal,Not applicable,NA,NA,NA,NA
NA,Rectal swab,2018-07-03T00:00:00Z,0,NA,NA,NA,NA,UP 9720,NA,F,A,91.3,115,13.796098463354568,Active,Not pregnant,Sclerotized teats,Sclerotised teats.,NA,NA,NA
NA,Rectal swab,2018-07-03T00:00:00Z,0,NA,NA,NA,NA,UP 9721,NA,M,SA,86.8,91,12.078192359149694,Not-active,Not scrotal,Not applicable,NA,NA,NA,NA
NA,Rectal swab,2018-07-03T00:00:00Z,0,NA,NA,NA,NA,UP 9722,NA,M,SA,82.5,71,10.431588613406793,Not-active,Not scrotal,Not applicable,NA,NA,NA,NA
NA,Rectal swab,2018-07-03T00:00:00Z,0,NA,NA,NA,NA,UP 9723,NA,M,SA,88.3,79,10.132245036161853,Not-active,Not scrotal,Not applicable,NA,NA,NA,NA
NA,Rectal swab,2018-07-03T00:00:00Z,0,NA,NA,NA,NA,UP 9724,NA,F,SA,84.8,79,10.985893556425774,Not-active,Not pregnant,Non-sclerotized teats,NA,"Female SA, not pregant,  teat assessment  not recorded, will assume non-sclerotised due to SA",NA,NA
NA,Rectal swab,2018-07-03T00:00:00Z,0,NA,NA,NA,NA,UP 9725,NA,M,A,97.1,133,14.106302123051504,Active,Scrotal,Not applicable,NA,NA,NA,NA
NA,Rectal swab,2018-07-03T00:00:00Z,0,NA,NA,NA,NA,UP 9726,NA,M,SA,81.1,71,10.79485070417396,Not-active,Not scrotal,Not applicable,NA,NA,NA,NA
NA,Rectal swab,2018-07-03T00:00:00Z,1,beta,3,MZ547502,BtCoV/Rousettus/LP/RSA/UP9727/2018,UP 9727,NA,M,SA,79.1,77,12.306590738731082,Not-active,Not scrotal,Not applicable,NA,NA,NA,NA
NA,Rectal swab,2018-07-03T00:00:00Z,0,NA,NA,NA,NA,UP 9728,NA,M,SA,83.3,64,9.223377226040476,Not-active,Not scrotal,Not applicable,NA,NA,NA,NA
NA,Rectal swab,2018-07-03T00:00:00Z,0,NA,NA,NA,NA,UP 9729,NA,F,SA,87.1,79,10.41335756965416,Not-active,Not pregnant,Non-sclerotized teats,NA,"Female SA, not pregant,  teat assessment  not recorded, will assume non-sclerotised due to SA",NA,NA
NA,Rectal swab,2018-07-03T00:00:00Z,0,NA,NA,NA,NA,UP 9730,NA,F,SA,82.5,77,11.313131313131311,Not-active,Not pregnant,Non-sclerotized teats,NA,"Female SA, not pregant,  teat assessment  not recorded, will assume non-sclerotised due to SA",NA,NA
NA,Rectal swab,2018-07-03T00:00:00Z,0,NA,NA,NA,NA,UP 9731,NA,F,SA,82.4,75,11.046045810161182,Not-active,Not pregnant,Non-sclerotized teats,NA,"Female SA, not pregant,  teat assessment  not recorded, will assume non-sclerotised due to SA",NA,NA
NA,Rectal swab,2018-07-03T00:00:00Z,0,NA,NA,NA,NA,UP 9732,NA,M,A,95,69,7.645429362880887,Active,Not scrotal,Not applicable,NA,NA,NA,NA
NA,Rectal swab,2018-07-03T00:00:00Z,0,NA,NA,NA,NA,UP 9733,NA,F,A,91.3,61,7.317930489257639,Active,Not pregnant,Sclerotized teats,Sclerotised teats.,NA,NA,NA
NA,Rectal swab,2018-07-03T00:00:00Z,0,NA,NA,NA,NA,UP 9734,NA,F,A,90.2,53,6.514225593777808,Active,Not pregnant,Sclerotized teats,Sclerotised teats.,NA,NA,NA
NA,Rectal swab,2018-07-03T00:00:00Z,0,NA,NA,NA,NA,UP 9735,NA,F,A,94.6,66,7.37499385417179,Active,Not pregnant,Sclerotized teats,Sclerotised teats.,NA,NA,NA
NA,Rectal swab,2018-07-03T00:00:00Z,0,NA,NA,NA,NA,UP 9736,NA,F,A,92,69,8.15217391304348,Active,Not pregnant,Sclerotized teats,Sclerotised teats.,NA,NA,NA
NA,Rectal swab,2018-07-03T00:00:00Z,0,NA,NA,NA,NA,UP 9737,NA,F,A,93.6,68,7.761706479655199,Active,Not pregnant,Sclerotized teats,Sclerotised teats.,NA,NA,NA
NA,Rectal swab,2018-07-03T00:00:00Z,0,NA,NA,NA,NA,UP 9738,NA,F,A,95.4,62,6.8123184297386254,Active,Not pregnant,Sclerotized teats,Sclerotised teats.,NA,NA,NA
NA,Rectal swab,2018-07-03T00:00:00Z,0,NA,NA,NA,NA,UP 9739,NA,F,A,93.9,78,8.84633574566104,Active,Not pregnant,Sclerotized teats,Sclerotised teats.,NA,NA,NA
NA,Rectal swab,2018-07-03T00:00:00Z,0,NA,NA,NA,NA,UP 9740,NA,M,A,91.6,85,10.130432295341432,Active,Scrotal,Not applicable,NA,NA,NA,NA
NA,Rectal swab,2018-07-03T00:00:00Z,0,NA,NA,NA,NA,UP 9741,NA,M,A,96.7,59,6.309559838689149,Active,Scrotal,Not applicable,NA,NA,NA,NA
NA,Rectal swab,2018-07-03T00:00:00Z,0,NA,NA,NA,NA,UP 9742,NA,M,A,94.4,51,5.7230321746624515,Active,Scrotal,Not applicable,NA,NA,NA,NA
NA,Rectal swab,2018-07-03T00:00:00Z,0,NA,NA,NA,NA,UP 9743,NA,M,A,96.5,61,6.550511423125452,Active,Scrotal,Not applicable,NA,NA,NA,NA
NA,Rectal swab,2018-08-01T00:00:00Z,0,NA,NA,NA,NA,UP 9758,NA,F,SA,87.4,88,11.520194377097852,Not-active,Not pregnant,Non-sclerotized teats,NA,NA,NA,NA
NA,Rectal swab,2018-08-01T00:00:00Z,0,NA,NA,NA,NA,UP 9759,NA,M,SA,85.9,94,12.739181521139587,Not-active,Not scrotal,Not applicable,NA,NA,NA,NA
NA,Rectal swab,2018-08-01T00:00:00Z,0,NA,NA,NA,NA,UP 9760,NA,M,A,96.3,129,13.910320487314113,Active,Scrotal,Not applicable,Scrotal,NA,NA,NA
NA,Rectal swab,2018-08-01T00:00:00Z,0,NA,NA,NA,NA,UP 9761,NA,F,A,92.6,112,13.06159006199591,Active,Pregnant,Sclerotized teats,Early stages of pregnancy,NA,NA,NA
NA,Rectal swab,2018-08-01T00:00:00Z,0,NA,NA,NA,NA,UP 9772,NA,M,A,89.6,95,11.83334661989796,Active,Not scrotal,Not applicable,NA,NA,NA,NA
NA,Rectal swab,2018-08-01T00:00:00Z,0,NA,NA,NA,NA,UP 9773,NA,M,A,99,133,13.570043873074177,Active,Scrotal,Not applicable,NA,NA,NA,NA
NA,Rectal swab,2018-08-01T00:00:00Z,0,NA,NA,NA,NA,UP 9775,NA,F,SA,82.1,64,9.494971374144898,Not-active,Not pregnant,Non-sclerotized teats,NA,NA,NA,NA
NA,Rectal swab,2018-08-01T00:00:00Z,0,NA,NA,NA,NA,UP 9776,NA,F,A,90.3,83,10.178940875070058,Active,Not pregnant,Non-sclerotized teats,NA,NA,NA,NA
NA,Rectal swab,2018-08-01T00:00:00Z,0,NA,NA,NA,NA,UP 9779,NA,M,SA,88.8,88,11.159808457105752,Not-active,Not scrotal,Not applicable,NA,NA,NA,NA
NA,Rectal swab,2018-08-01T00:00:00Z,0,NA,NA,NA,NA,UP 9782,NA,M,SA,86.8,82,10.883645862090935,Not-active,Not scrotal,Not applicable,NA,NA,NA,NA
NA,Rectal swab,2018-08-01T00:00:00Z,0,NA,NA,NA,NA,UP 9783,NA,M,SA,88.5,89,11.363273644227394,Not-active,Not scrotal,Not applicable,NA,NA,NA,NA
NA,Rectal swab,2018-08-01T00:00:00Z,0,NA,NA,NA,NA,UP 9784,NA,F,A,98.6,124,12.754629724870297,Active,Not pregnant,Sclerotized teats,NA,NA,NA,NA
NA,Rectal swab,2018-08-01T00:00:00Z,0,NA,NA,NA,NA,UP 9785,NA,F,A,95.9,123,13.37420257676303,Active,Pregnant,Sclerotized teats,Pregnant.,NA,NA,NA
NA,Rectal swab,2018-08-01T00:00:00Z,0,NA,NA,NA,NA,UP 9786,NA,F,A,93.9,96,10.887797840813588,Active,Not pregnant,Sclerotized teats,NA,NA,NA,NA
NA,Rectal swab,2018-08-01T00:00:00Z,0,NA,NA,NA,NA,UP 9787,NA,F,A,92.1,106,12.496448532905156,Active,Not pregnant,Sclerotized teats,NA,NA,NA,NA
NA,Rectal swab,2018-08-01T00:00:00Z,0,NA,NA,NA,NA,UP 9788,NA,F,A,93.9,117,13.26950361849156,Active,Not pregnant,Sclerotized teats,NA,NA,NA,NA
NA,Rectal swab,2018-08-01T00:00:00Z,0,NA,NA,NA,NA,UP 9789,NA,M,A,95.8,123,13.402138240331938,Active,Scrotal,Not applicable,Scrotal.,NA,NA,NA
NA,Rectal swab,2018-08-01T00:00:00Z,0,NA,NA,NA,NA,UP 9790,NA,M,A,96,124,13.45486111111111,Active,Scrotal,Not applicable,NA,NA,NA,NA
NA,Rectal swab,2018-08-01T00:00:00Z,0,NA,NA,NA,NA,UP 9791,NA,M,A,97.6,124,13.017334049986566,Active,Scrotal,Not applicable,NA,NA,NA,NA
NA,Rectal swab,2018-08-01T00:00:00Z,0,NA,NA,NA,NA,UP 9792,NA,M,A,97.6,126,13.2272910507928,Active,Not scrotal,Not applicable,NA,NA,NA,NA
NA,Rectal swab,2018-08-01T00:00:00Z,0,NA,NA,NA,NA,UP 9793,NA,M,A,98.1,132,13.716266556936539,Active,Scrotal,Not applicable,NA,NA,NA,NA
